Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot21,"dushaoan",normal,28,Active,"Boss Hunter","Spawn Point (20.2 36.6 -80.6)","1","00:16:34","N/A",
Bot22,"OkaMoez",normal,54,Pending,"Railway Area","Railway Area: Objective #2","1","00:16:34","N/A",
Bot23,"Floppa",normal,20,Failed,"IDEA Office","IDEA Office: Objective #1","1","00:16:34","00:53:56",
Bot24,"gasmo",normal,53,Failed,"Railway Area","Railway Area: Objective #2","1","00:16:34","00:54:25",
Bot25,"Capataina",normal,74,Failed,"Pharmacy","Pharmacy: Objective #1","1","00:16:34","00:20:06",
Bot26,"Fiaf",normal,77,Failed,"Pharmacy","Pharmacy: Objective #1","1","00:16:34","00:18:24",
Bot27,"alias",normal,65,Failed,"IDEA Escalator Top Room","IDEA Escalator Top Room: Objective #1","1","00:16:34","00:19:15",
