Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"ANIME",normal,11,Active,"The Bunker - Part 1","Zone prapor_024_area_1","1","18:17:17","N/A",
Bot3,"Massivesoft",normal,10,Active,"Command Center Rush","Command Center Rush: Objective #2","1","18:17:19","N/A",
Bot7,"Нойс Спартаковский (Archy)",normal,4,Active,"Command Center","Command Center: Objective #5","1","18:17:23","N/A",
Bot9,"Stealthsuit",normal,9,Active,"Command Center","Command Center: Objective #5","1","18:17:25","N/A",
Bot10,"Maxwell the cat",normal,8,Pending,"Scav Lands South Building","Scav Lands South Building: Objective #1","1","18:17:26","N/A",
Bot11,"Fiaf",normal,21,Failed,"Disease History","Item Medical record #2","1","18:17:27","18:19:23",
Bot12,"Ninjaweb",normal,74,Pending,"Black Bishop","Black Bishop: Objective #2","1","18:17:29","N/A",
Bot13,"itsMickle",normal,20,Pending,"The Bunker - Part 2","Zone prapor_025_area_1","1","18:17:29","N/A",
