Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot22,"ColonelPeePantz",normal,4,Failed,"Checkannaya 15","Checkannaya 15: Objective #7","1","01:27:00","01:29:47",
Bot21,"Drill",normal,3,Active,"Lexos North Entry","Lexos North Entry: Objective #1","1","01:27:01","N/A",
Bot25,"Katto",easy,9,Completed,"School","School: Objective #2","1","01:27:14","01:27:49",
Bot25,"Katto",easy,9,Completed,"School","School: Objective #3","1","01:27:54","01:28:34",
Bot25,"Katto",easy,9,Completed,"School","School: Objective #4","1","01:28:39","01:29:09",
Bot25,"Katto",easy,9,Completed,"School","School: Objective #1","1","01:29:14","01:30:19",
Bot25,"Katto",easy,9,Completed,"School","School: Objective #5","2","01:30:24","01:31:18",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #4","1","01:31:23","01:32:47",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #5","1","01:32:52","01:33:11",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #8","1","01:33:16","01:33:32",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #9","1","01:33:37","01:33:47",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #10","1","01:33:53","01:34:25",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #6","1","01:34:30","01:34:49",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #7","1","01:34:54","01:35:06",
Bot25,"Katto",easy,9,Failed,"Construction","Construction: Objective #3","1","01:35:11","01:35:28",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #1","1","01:35:33","01:35:42",
Bot25,"Katto",easy,9,Completed,"Construction","Construction: Objective #2","1","01:35:47","01:35:56",
Bot25,"Katto",easy,9,Completed,"The Delicious Sausage","Zone quest_produkt2","1","01:36:01","01:36:25",
Bot25,"Katto",easy,9,Completed,"The Delicious Sausage","Zone quest_produkt4","1","01:36:30","01:37:11",
Bot25,"Katto",easy,9,Active,"The Delicious Sausage","Zone quest_produkt3","1","01:37:16","N/A",
Bot28,"Kiobu",hard,3,Pending,"Lexos Offices","Lexos Offices: Objective #3","1","01:27:17","N/A",
Bot29,"Brin",hard,2,Pending,"Lexos Offices","Lexos Offices: Objective #3","1","01:27:17","N/A",
Bot30,"IvanTheThicc",normal,6,Active,"The Delicious Sausage","Zone quest_produkt2","1","01:27:18","N/A",
Bot31,"SovietWalrus",normal,2,Failed,"Crash Site Warehouse","Crash Site Warehouse: Objective #2","1","01:27:18","01:32:12",
Bot38,"Гарик Американец (CouponBugDotCom)",normal,1,Failed,"ALCO-Point","ALCO-Point: Objective #4","1","01:27:33","01:28:47",
Bot39,"DewardianDev",normal,9,Failed,"The Delicious Sausage","Zone quest_produkt3","1","01:27:39","01:27:58",
Bot39,"DewardianDev",normal,9,Failed,"The Delicious Sausage","Zone quest_produkt1","1","01:28:03","01:33:40",
Bot39,"DewardianDev",normal,9,Failed,"The Delicious Sausage","Zone quest_produkt2","1","01:29:03","01:33:40",
