Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"laser50",easy,78,Completed,"Scav Checkpoint","Scav Checkpoint: Objective #1","1","03:17:58","03:18:04",
Bot1,"laser50",easy,78,Completed,"Scav Checkpoint","Scav Checkpoint: Objective #2","1","03:18:09","03:18:12",
Bot1,"laser50",easy,78,Failed,"Glass Building","Glass Building: Objective #4","1","03:18:17","03:21:22",
Bot3,"Савва Дробь (MacrossMX7167)",easy,5,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #7","1","03:17:58","03:26:12",
Bot11,"halik92",easy,38,Completed,"The Cult - Part 2","Zone place_peacemaker_007_N1","1","03:18:05","03:22:40",
Bot11,"halik92",easy,38,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #11","1","03:22:46","03:22:57",
Bot11,"halik92",easy,38,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #5","1","03:23:02","03:23:37",
Bot11,"halik92",easy,38,Pending,"Dorms 3 Story","Dorms 3 Story: Objective #3","2","03:23:42","N/A",
Bot11,"halik92",easy,38,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #2","1","03:27:54","03:27:54",
Bot11,"halik92",easy,38,Active,"Bullshit","Item Flash drive with fake info","1","03:27:59","N/A",
Bot12,"MeowletteBlackpaw",easy,32,Pending,"Chumming","Zone place_skier_12_2","1","03:18:05","N/A",
Bot13,"Даня Темный (MusicManiac)",easy,5,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #2","1","03:18:06","03:20:18",
Bot16,"Gizzy",easy,41,Completed,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","03:18:06","03:22:36",
Bot16,"Gizzy",easy,41,Failed,"Boss Hunter","Spawn Point (476.1 14.8 -71.9)","1","03:22:42","03:24:20",
Bot16,"Gizzy",easy,41,Completed,"Boss Hunter","Spawn Point (581.8 3.1 0.9)","1","03:24:25","03:27:04",
Bot16,"Gizzy",easy,41,Active,"Boss Hunter","Spawn Point (255.2 53.4 -27.0)","1","03:27:09","N/A",
Bot18,"kwebber321",easy,63,Pending,"Boss Hunter","Spawn Point (476.1 14.8 -71.9)","1","03:18:06","N/A",
Bot19,"Conqueror_Alex",easy,57,Pending,"Boss Hunter","Spawn Point (476.1 14.8 -71.9)","1","03:18:06","N/A",
Bot17,"Kilgor616",easy,67,Pending,"Warehouse 4","Warehouse 4: Objective #1","1","03:18:06","N/A",
Bot22,"Лаша Ебанько (savid_dubs)",normal,5,Pending,"Giving Tree","Giving Tree: Objective #1","1","03:27:50","N/A",
