Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"BlackDeathGER",normal,17,Failed,"Repair Shop","Repair Shop: Objective #8","1","17:51:23","17:51:57",
Bot2,"Dueleus",hard,1,Failed,"Repair Shop","Repair Shop: Objective #3","1","17:51:24","17:51:24",
Bot2,"Dueleus",hard,1,Failed,"Repair Shop","Repair Shop: Objective #6","1","17:51:29","17:55:11",
Bot4,"Traveler",normal,3,Failed,"Dorms Camp 2","Dorms Camp 2: Objective #1","1","17:51:25","17:55:45",
Bot3,"Ngst",normal,2,Completed,"Fortress","Fortress: Objective #9","4","17:51:25","17:53:41",
Bot3,"Ngst",normal,2,Completed,"Fortress","Fortress: Objective #6","1","17:53:46","17:54:08",
Bot3,"Ngst",normal,2,Completed,"Fortress","Fortress: Objective #3","1","17:54:13","17:54:46",
Bot3,"Ngst",normal,2,Completed,"Fortress","Fortress: Objective #2","1","17:54:51","17:55:08",
Bot3,"Ngst",normal,2,Failed,"Fortress","Fortress: Objective #8","2","17:55:13","17:57:21",
Bot7,"Capataina",normal,19,Completed,"Warehouse 17","Warehouse 17: Objective #1","1","17:52:06","17:52:17",
Bot7,"Capataina",normal,19,Failed,"Fortress","Fortress: Objective #9","1","17:52:22","18:00:34",
Bot8,"TEOA",normal,6,Failed,"Crackhouse","Crackhouse: Objective #7","1","17:52:06","18:00:05",
Bot9,"alias",normal,22,Completed,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","17:52:06","17:52:15",
Bot9,"alias",normal,22,Pending,"Crackhouse","Crackhouse: Objective #7","1","17:52:20","N/A",
Bot10,"Кондратий Ресторатор (Nomad_420)",normal,1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #4","1","17:54:23","17:56:55",
Bot10,"Кондратий Ресторатор (Nomad_420)",normal,1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","17:57:01","17:57:30",
Bot10,"Кондратий Ресторатор (Nomad_420)",normal,1,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #9","1","17:57:35","17:58:10",
Bot10,"Кондратий Ресторатор (Nomad_420)",normal,1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #1","1","17:58:15","17:58:19",
Bot10,"Кондратий Ресторатор (Nomad_420)",normal,1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #2","1","17:58:24","17:58:50",
Bot10,"Кондратий Ресторатор (Nomad_420)",normal,1,Active,"Dorms 3 Story","Dorms 3 Story: Objective #10","1","17:58:55","N/A",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Completed,"Container Building","Container Building: Objective #1","1","17:54:28","17:55:47",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Completed,"Container Building","Container Building: Objective #2","1","17:55:52","17:56:03",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Completed,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","17:56:08","17:57:02",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Completed,"Scav Checkpoint","Scav Checkpoint: Objective #1","1","17:57:07","17:58:48",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Completed,"Scav Checkpoint","Scav Checkpoint: Objective #2","1","17:58:53","17:59:08",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Failed,"Checkpoint","Checkpoint: Objective #2","1","17:59:13","17:59:52",
Bot12,"Влад Виртуоз (skitles55)",easy,1,Active,"Antenna","Antenna: Objective #1","1","17:59:57","N/A",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Factory Shacks","Factory Shacks: Objective #1","1","17:54:47","17:54:57",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Container near Dorms","Container near Dorms: Objective #1","1","17:55:02","17:55:28",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Skeleton","Skeleton: Objective #2","1","17:55:33","17:56:31",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Skeleton","Skeleton: Objective #1","1","17:56:37","17:56:53",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Fortress","Fortress: Objective #3","1","17:56:58","17:57:59",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Fortress","Fortress: Objective #2","1","17:58:04","17:58:10",
Bot14,"Созон Живчик (Klinical)",easy,1,Completed,"Fortress","Fortress: Objective #8","2","17:58:15","17:58:52",
Bot18,"CheekiBreeki",hard,19,Pending,"Dorms 3 Story","Dorms 3 Story: Objective #7","1","17:56:01","N/A",
Bot17,"Junko Space Mommy",hard,4,Completed,"Dorms Camp 2","Dorms Camp 2: Objective #1","1","17:56:01","17:56:14",
Bot17,"Junko Space Mommy",hard,4,Completed,"Antenna","Antenna: Objective #1","1","17:56:19","17:56:53",
Bot17,"Junko Space Mommy",hard,4,Completed,"Passage between Rocks","Passage between Rocks: Objective #1","1","17:56:58","17:57:45",
Bot17,"Junko Space Mommy",hard,4,Active,"Dorms 2 Story","Dorms 2 Story: Objective #8","1","17:57:50","N/A",
Bot20,"Belette",hard,7,Failed,"Fortress","Fortress: Objective #9","1","17:57:30","17:59:32",
Bot19,"Klinical",hard,13,Completed,"Garage","Garage: Objective #1","1","17:57:30","17:57:52",
Bot19,"Klinical",hard,13,Completed,"Garage","Garage: Objective #2","1","17:57:57","17:58:07",
Bot19,"Klinical",hard,13,Active,"Fortress","Fortress: Objective #9","1","17:58:12","N/A",
