Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"Building across from Brodian Pub","Building across from Brodian Pub: Objective #1","1","19:23:03","19:23:03",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"Building across from Brodian Pub","Building across from Brodian Pub: Objective #2","1","19:23:08","19:23:13",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"IT Firm Office","IT Firm Office: Objective #9","1","19:23:18","19:23:29",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"IT Firm Office","IT Firm Office: Objective #7","1","19:23:34","19:23:36",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"IT Firm Office","IT Firm Office: Objective #8","1","19:23:41","19:23:47",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"IT Firm Office","IT Firm Office: Objective #6","1","19:23:53","19:24:03",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"IT Firm Office","IT Firm Office: Objective #5","1","19:24:08","19:24:10",
Bot1,"Кондратий Обман (Mihai)",hard,5,Failed,"IT Firm Office","IT Firm Office: Objective #4","1","19:24:15","19:32:22",
Bot3,"Traveler",hard,48,Failed,"Broadcast - Part 4","Zone quest_zone_c27_sect","1","19:23:07","19:24:35",
Bot3,"Traveler",hard,48,Failed,"Developer's Secrets - Part 2","Zone Hookah_quest","1","19:24:41","19:26:02",
Bot3,"Traveler",hard,48,Failed,"The Hive","The Hive: Objective #2","1","19:26:07","19:26:23",
Bot3,"Traveler",hard,48,Failed,"The Hive","The Hive: Objective #4","1","19:26:28","19:26:28",
Bot3,"Traveler",hard,48,Completed,"The Hive","The Hive: Objective #3","1","19:26:33","19:27:56",
Bot3,"Traveler",hard,48,Completed,"The Hive","The Hive: Objective #5","1","19:28:01","19:28:16",
Bot3,"Traveler",hard,48,Completed,"The Hive","The Hive: Objective #1","1","19:28:22","19:28:34",
Bot3,"Traveler",hard,48,Completed,"Missing Informant","Zone quest_zone_keeper99","1","19:28:39","19:31:22",
Bot3,"Traveler",hard,48,Failed,"Your Car Needs a Service","Item Secure Flash drive","1","19:31:27","19:31:46",
Bot3,"Traveler",hard,48,Failed,"Trouble in the Big City","Zone quest_zone_c16_koll_1","1","19:31:51","19:31:51",
Bot3,"Traveler",hard,48,Failed,"Trouble in the Big City","Zone quest_zone_keeper10_place","1","19:31:56","19:32:12",
Bot3,"Traveler",hard,48,Failed,"Properties All Around","Item Cadastral registry records","1","19:32:17","19:32:17",
Bot3,"Traveler",hard,48,Failed,"Properties All Around","Zone fond_quest","1","19:32:22","19:32:30",
Bot3,"Traveler",hard,48,Failed,"Information Source","Zone quest_zone_place_c24_tigr1","1","19:32:36","19:34:35",
Bot3,"Traveler",hard,48,Failed,"Information Source","Zone quest_zone_place_c24_tigr2","1","19:34:40","19:34:40",
Bot3,"Traveler",hard,48,Failed,"Pyramid Scheme","Zone Bank_points_4","1","19:34:45","19:36:46",
Bot4,"DeadLeaves",easy,67,Pending,"Spotter","Zone quest_zone_keeper8_2","1","19:23:08","N/A",
Bot4,"DeadLeaves",easy,67,Completed,"Spotter","Zone quest_zone_keeper8_1_hide2","1","19:23:47","19:41:45",
Bot4,"DeadLeaves",easy,67,Active,"Spotter","Zone quest_zone_keeper8_1_hide1","1","19:41:50","N/A",
Bot13,"Fontaine",normal,64,Failed,"House Arrest - Part 1","Zone quest_zone_c8_dom1","1","19:23:30","19:23:51",
Bot13,"Fontaine",normal,64,Failed,"House Arrest - Part 2","Zone quest_zone_c8_dom2","1","19:23:56","19:25:09",
Bot14,"Styrr",normal,43,Completed,"The Huntsman Path - Administrator","Zone quest_zone_kill_c17_adm","1","19:23:31","19:24:15",
Bot14,"Styrr",normal,43,Failed,"Audiophile","Item AG guitar pick","1","19:24:20","19:35:01",
Bot15,"dushaoan",normal,75,Pending,"Pinewood Hotel Sparja","Pinewood Hotel Sparja: Objective #3","1","19:23:31","N/A",
Bot17,"PaPaSamBuBu",easy,69,Failed,"Your Car Needs a Service","Item Secure Flash drive","1","19:23:32","19:26:44",
Bot16,"GrooveypenguinX",easy,32,Failed,"Revision - Streets of Tarkov","Zone quest_zone_place_c14_revx_2","1","19:23:32","19:23:34",
Bot16,"GrooveypenguinX",easy,32,Failed,"Revision - Streets of Tarkov","Zone quest_zone_place_c14_revx_1","1","19:23:40","19:27:08",
Bot19,"MrFandor1n",normal,68,Pending,"Spotter","Zone quest_zone_keeper8_2","1","19:24:13","N/A",
Bot18,"RainbowPC",normal,5,Active,"Primorksy 46","Primorksy 46: Objective #4","1","19:24:13","N/A",
