Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot6,"7 TO 14 FERAL HOGS",normal,8,Failed,"Capital Insight Quest Room Camping","Capital Insight Quest Room Camping: Objective #1","1","01:37:05","01:39:46",
Bot1,"MadDutch",normal,12,Active,"Skyside Hotel","Skyside Hotel: Objective #5","1","01:37:05","N/A",
Bot2,"OXIdiezd",normal,13,Pending,"Underground North","Underground North: Objective #3","1","01:37:05","N/A",
Bot3,"aleves",normal,7,Failed,"Capital Insight","Capital Insight: Objective #3","1","01:37:05","01:39:53",
Bot4,"LimboFPS",normal,8,Failed,"Capital Insight","Capital Insight: Objective #5","1","01:37:05","01:39:23",
Bot5,"Maksim Petrov",normal,5,Pending,"Capital Insight","Capital Insight: Objective #5","1","01:37:05","N/A",
Bot18,"Brin",normal,12,Failed,"Capital Insight","Capital Insight: Objective #5","1","01:37:08","01:38:49",
Bot19,"HiddenCirno",normal,13,Failed,"Safe outside of Giovanni Teducci","Safe outside of Giovanni Teducci: Objective #1","1","01:37:08","01:38:37",
Bot20,"kikirio",normal,6,Completed,"Olive Restaurant","Olive Restaurant: Objective #5","1","01:37:08","01:37:21",
Bot20,"kikirio",normal,6,Pending,"Olive Restaurant","Olive Restaurant: Objective #3","1","01:37:26","N/A",
