Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot27,"Дед Коматоз (Gleneth)",normal,1,Failed,"Checkannaya 15","Checkannaya 15: Objective #7","1","02:31:08","02:41:09",
Bot28,"OXIdiezd",normal,12,Failed,"The Delicious Sausage","Zone quest_produkt2","1","02:31:08","02:32:11",
Bot29,"Trainfriend",normal,15,Failed,"The Door","Zone quest_zone_find_sillent","1","02:31:08","02:36:41",
Bot37,"Nootropix",normal,7,Completed,"The Delicious Sausage","Zone quest_produkt2","1","02:31:12","02:32:34",
Bot37,"Nootropix",normal,7,Failed,"The Delicious Sausage","Zone quest_produkt4","1","02:32:39","02:38:21",
Bot38,"All_Heil_Lord_Pepe",normal,9,Failed,"The Delicious Sausage","Zone quest_produkt2","1","02:31:12","02:37:34",
Bot39,"Fin",normal,12,Active,"Population Census","Item Housing office journal","1","02:31:12","N/A",
