Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot97,"Hubert",easy,20,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","01:09:14","01:09:45",
Bot97,"Hubert",easy,20,Active,"Golden Swag","Item Golden Zibbo lighter","1","01:09:46","N/A",
Bot98,"agavalda",easy,23,Pending,"Boss Hunter","Spawn Point (-335.6 0.3 -159.7)","1","01:09:14","N/A",
Bot99,"Crackbone",easy,1,Completed,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","01:09:14","01:09:27",
Bot99,"Crackbone",easy,1,Completed,"Warehouse 17","Warehouse 17: Objective #1","1","01:09:32","01:10:02",
Bot99,"Crackbone",easy,1,Completed,"Fortress","Fortress: Objective #9","4","01:10:07","01:11:33",
Bot99,"Crackbone",easy,1,Failed,"Fortress","Fortress: Objective #6","1","01:11:38","01:14:06",
Bot104,"pitAlex",normal,5,Completed,"South Shack by Big Red","South Shack by Big Red: Objective #1","1","01:09:15","01:09:26",
Bot104,"pitAlex",normal,5,Completed,"Big Red Rush","Big Red Rush: Objective #1","1","01:09:31","01:10:17",
Bot104,"pitAlex",normal,5,Completed,"Big Red","Big Red: Objective #5","1","01:10:23","01:13:00",
Bot104,"pitAlex",normal,5,Completed,"Big Red","Big Red: Objective #1","1","01:13:05","01:13:21",
Bot104,"pitAlex",normal,5,Completed,"Big Red","Big Red: Objective #4","1","01:13:26","01:13:55",
Bot104,"pitAlex",normal,5,Completed,"Big Red","Big Red: Objective #3","1","01:14:00","01:14:41",
Bot104,"pitAlex",normal,5,Completed,"Big Red","Big Red: Objective #2","1","01:14:46","01:15:01",
Bot104,"pitAlex",normal,5,Completed,"Storage","Storage: Objective #3","1","01:15:06","01:15:53",
Bot104,"pitAlex",normal,5,Completed,"Storage","Storage: Objective #2","1","01:15:58","01:16:06",
Bot104,"pitAlex",normal,5,Completed,"Storage","Storage: Objective #1","1","01:16:11","01:16:37",
Bot104,"pitAlex",normal,5,Completed,"Storage","Storage: Objective #4","1","01:16:43","01:17:07",
Bot104,"pitAlex",normal,5,Completed,"Storage","Storage: Objective #5","1","01:17:12","01:17:19",
Bot104,"pitAlex",normal,5,Active,"Storage","Storage: Objective #7","1","01:17:24","N/A",
Bot105,"TGDelta2455",normal,18,Pending,"Tigr Safari","Zone place_peacemaker_002_N3","1","01:09:15","N/A",
Bot109,"Пантелеймон Руссиано (lualeet)",hard,1,Pending,"Giving Tree","Giving Tree: Objective #1","1","01:09:18","N/A",
Bot110,"jehree",normal,2,Completed,"Fortress","Fortress: Objective #9","4","01:09:18","01:15:44",
Bot110,"jehree",normal,2,Completed,"Fortress","Fortress: Objective #6","1","01:15:49","01:16:10",
Bot110,"jehree",normal,2,Completed,"Fortress","Fortress: Objective #3","1","01:16:16","01:17:04",
Bot110,"jehree",normal,2,Completed,"Fortress","Fortress: Objective #2","1","01:17:09","01:17:20",
Bot110,"jehree",normal,2,Pending,"Fortress","Fortress: Objective #1","1","01:17:26","N/A",
Bot111,"Hobbes",normal,17,Pending,"BP Depot","Zone fuel2","1","01:09:18","N/A",
