Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"snowythefox811",normal,10,Failed,"Capital Insight","Capital Insight: Objective #5","1","01:50:10","01:50:50",
Bot4,"Ninjaweb",normal,11,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","01:50:11","01:52:38",
Bot5,"kwebber321",normal,7,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","01:50:11","01:53:05",
Bot10,"captainfoam",normal,7,Active,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","01:50:12","N/A",
Bot11,"Kiobu",normal,5,Pending,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","01:50:12","N/A",
