Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"PudgeNubbins",normal,6,Completed,"Concordia Courtyard","Concordia Courtyard: Objective #1","2","20:29:00","20:29:59",
Bot1,"PudgeNubbins",normal,6,Completed,"Concordia Courtyard","Concordia Courtyard: Objective #2","2","20:30:04","20:31:10",
Bot1,"PudgeNubbins",normal,6,Completed,"Concordia Courtyard","Concordia Courtyard: Objective #3","2","20:31:15","20:32:08",
Bot1,"PudgeNubbins",normal,6,Completed,"Lexos North Entry","Lexos North Entry: Objective #1","1","20:32:13","20:33:24",
Bot1,"PudgeNubbins",normal,6,Completed,"Lexos North Entry","Lexos North Entry: Objective #2","1","20:33:29","20:34:27",
Bot1,"PudgeNubbins",normal,6,Active,"Lexos North Entry","Lexos North Entry: Objective #3","1","20:34:32","N/A",
Bot4,"Владик Хипстер (TR_LEOPAR)",normal,5,Failed,"Underpass Stores","Underpass Stores: Objective #1","1","20:29:04","20:30:20",
Bot5,"Тимурка Водолаз (captainfoam)",normal,5,Failed,"Beluga","Beluga: Objective #5","1","20:29:04","20:30:54",
Bot6,"Belzedar",normal,62,Completed,"House Arrest - Part 2","Zone quest_zone_c8_dom2_dead","1","20:29:04","20:29:34",
Bot6,"Belzedar",normal,62,Completed,"Spotter","Zone quest_zone_keeper8_1_hide2","1","20:29:39","20:32:16",
Bot6,"Belzedar",normal,62,Active,"Spotter","Zone quest_zone_keeper8_2","1","20:32:21","N/A",
Bot13,"RedBeard",hard,28,Pending,"Developer's Secrets - Part 2","Zone Hookah_quest","1","20:29:07","N/A",
Bot11,"kikirio",hard,30,Failed,"Developer's Secrets - Part 2","Zone Hookah_quest","1","20:29:07","20:29:27",
Bot11,"kikirio",hard,30,Active,"Revision - Streets of Tarkov","Zone quest_zone_place_c14_revx_1","1","20:29:33","N/A",
Bot12,"白闲者",hard,72,Pending,"The Hive","The Hive: Objective #5","1","20:29:07","N/A",
Bot15,"Мирослав Спартаковский (PhantomInTime)",normal,5,Pending,"Nikitskaya 6","Nikitskaya 6: Objective #7","1","20:29:07","N/A",
Bot17,"Glukhar_111",hard,78,Pending,"Ministry of the Interior Academy","Ministry of the Interior Academy: Objective #4","1","20:29:08","N/A",
Bot17,"Glukhar_111",hard,78,Active,"Ministry of the Interior Academy","Ministry of the Interior Academy: Objective #3","1","20:29:45","N/A",
Bot18,"wara",hard,39,Pending,"Pyramid Scheme","Zone Bank_points_11","1","20:29:08","N/A",
Bot19,"Agnotology",hard,64,Failed,"Terragroup Building","Terragroup Building: Objective #4","1","20:29:28","20:31:20",
