Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot25,"MoxoPixel",normal,5,Completed,"Capital Insight Cafe Camping","Capital Insight Cafe Camping: Objective #1","2","16:44:57","16:46:06",
Bot25,"MoxoPixel",normal,5,Completed,"M Showroom","M Showroom: Objective #1","1","16:46:12","16:46:59",
Bot25,"MoxoPixel",normal,5,Failed,"Olive Restaurant","Olive Restaurant: Objective #6","1","16:47:04","16:50:09",
Bot23,"Junko Space Mommy",hard,19,Completed,"M Showroom","M Showroom: Objective #1","1","16:44:57","16:45:34",
Bot23,"Junko Space Mommy",hard,19,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","16:45:40","16:51:25",
Bot22,"Lacyway",normal,7,Failed,"TerraGroup Lawn","TerraGroup Lawn: Objective #3","1","16:44:57","16:45:24",
Bot24,"Clerance",hard,9,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","16:44:57","16:47:54",
Bot33,"vampuico",normal,6,Failed,"Mira Avenue Extract Camping","Mira Avenue Extract Camping: Objective #1","1","16:44:58","16:58:19",
Bot33,"vampuico",normal,6,Completed,"Skyside Hotel Outside","Skyside Hotel Outside: Objective #2","1","16:45:13","16:52:24",
Bot33,"vampuico",normal,6,Completed,"Skyside Hotel Outside","Skyside Hotel Outside: Objective #3","1","16:52:29","16:52:40",
Bot33,"vampuico",normal,6,Completed,"Skyside Hotel Outside","Skyside Hotel Outside: Objective #1","1","16:52:45","16:53:47",
Bot33,"vampuico",normal,6,Failed,"Olive Restaurant","Olive Restaurant: Objective #1","1","16:53:52","16:58:19",
Bot34,"savid_dubs",normal,15,Failed,"Oasis Sniping","Oasis Sniping: Objective #1","1","16:44:58","16:49:58",
Bot40,"Сёма Забор (SovietWalrus)",easy,1,Failed,"Underground Utility Room","Underground Utility Room: Objective #1","1","16:45:00","16:45:06",
Bot41,"Borkel",normal,9,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","1","16:45:47","16:46:35",
