Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot21,"svbtext",normal,9,Completed,"Knight Garages","Knight Garages: Objective #1","1","05:15:48","05:16:29",
Bot21,"svbtext",normal,9,Completed,"Knight Garages","Knight Garages: Objective #2","1","05:16:34","05:16:56",
Bot21,"svbtext",normal,9,Active,"Black Knight Roof","Black Knight Roof: Objective #1","1","05:17:01","N/A",
Bot24,"TheRedCap",normal,9,Pending,"White Rook Roof","White Rook Roof: Objective #1","1","05:15:49","N/A",
Bot23,"TR_LEOPAR",normal,14,Completed,"White Rook","White Rook: Objective #1","1","05:15:49","05:16:30",
Bot23,"TR_LEOPAR",normal,14,Active,"White Rook","White Rook: Objective #2","1","05:16:35","N/A",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Completed,"White King","White King: Objective #6","1","05:15:50","05:16:27",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Completed,"White King","White King: Objective #5","1","05:16:32","05:16:46",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Completed,"White King","White King: Objective #12","1","05:16:51","05:17:15",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Completed,"White King","White King: Objective #9","1","05:17:20","05:17:38",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Completed,"White King","White King: Objective #10","1","05:17:43","05:17:55",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Completed,"White King","White King: Objective #4","1","05:18:00","05:18:25",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Failed,"White King","White King: Objective #13","1","05:18:30","05:18:37",
Bot27,"Юрец Сладкоежка (Styrr)",normal,1,Active,"White King","White King: Objective #7","1","05:18:42","N/A",
Bot32,"Илюха Горелый (GGaulin)",normal,1,Pending,"Black Bishop Underground","Black Bishop Underground: Objective #5","1","05:15:52","N/A",
