Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot3,"Nightingale",normal,11,Failed,"White King","White King: Objective #2","1","02:17:33","02:18:24",
Bot4,"snowythefox811",normal,9,Completed,"White Pawn","White Pawn: Objective #4","1","02:17:33","02:25:22",
Bot4,"snowythefox811",normal,9,Pending,"White Pawn","White Pawn: Objective #2","1","02:25:27","N/A",
Bot9,"Леха Ковальски (Mihai)",normal,1,Completed,"Train Yard","Train Yard: Objective #1","1","02:17:33","02:18:05",
Bot9,"Леха Ковальски (Mihai)",normal,1,Completed,"Train Yard","Train Yard: Objective #4","1","02:18:11","02:18:25",
Bot9,"Леха Ковальски (Mihai)",normal,1,Completed,"Train Yard","Train Yard: Objective #5","1","02:18:30","02:19:02",
Bot9,"Леха Ковальски (Mihai)",normal,1,Failed,"Train Yard","Train Yard: Objective #6","1","02:19:07","02:26:29",
Bot11,"Lacyway",normal,5,Failed,"White Knight Roof","White Knight Roof: Objective #4","1","02:17:34","02:31:29",
Bot10,"Big Chungus",normal,14,Completed,"NW Bunkers","NW Bunkers: Objective #1","1","02:17:34","02:17:38",
Bot10,"Big Chungus",normal,14,Completed,"NW Bunkers","NW Bunkers: Objective #2","1","02:17:44","02:17:52",
Bot10,"Big Chungus",normal,14,Completed,"NW Bunkers","NW Bunkers: Objective #3","1","02:17:57","02:18:29",
Bot10,"Big Chungus",normal,14,Completed,"NW Bunkers","NW Bunkers: Objective #4","1","02:18:34","02:18:44",
Bot10,"Big Chungus",normal,14,Completed,"NW Bunkers","NW Bunkers: Objective #5","1","02:18:49","02:19:00",
Bot10,"Big Chungus",normal,14,Failed,"Surplus Goods","Item MBT Integrated Navigation System","1","02:19:05","02:20:07",
Bot10,"Big Chungus",normal,14,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_12","1","02:20:12","02:30:09",
Bot13,"Lacyway",normal,11,Failed,"BMP #1","BMP #1: Objective #1","1","02:17:34","02:22:55",
Bot14,"PhantomInTime",normal,6,Failed,"White Bishop","White Bishop: Objective #5","1","02:17:34","02:20:54",
Bot12,"Pettan",normal,1,Failed,"Black Bishop Tech Room","Black Bishop Tech Room: Objective #1","2","02:17:34","02:32:42",
Bot12,"Pettan",normal,1,Completed,"Black Pawn","Black Pawn: Objective #3","1","02:32:47","02:33:18",
Bot12,"Pettan",normal,1,Completed,"Black Pawn","Black Pawn: Objective #4","1","02:33:23","02:33:43",
Bot12,"Pettan",normal,1,Failed,"Black Pawn","Black Pawn: Objective #10","1","02:33:48","02:33:51",
Bot21,"Моня Пшеничка (Props)",normal,1,Failed,"Dome Buildings","Dome Buildings: Objective #2","1","02:20:31","02:26:27",
