Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot30,"lualeet",hard,6,Completed,"The Delicious Sausage","Zone quest_produkt2","1","07:34:32","07:34:49",
Bot30,"lualeet",hard,6,Completed,"The Delicious Sausage","Zone quest_produkt4","1","07:34:54","07:36:18",
Bot30,"lualeet",hard,6,Failed,"The Delicious Sausage","Zone quest_produkt3","1","07:36:23","07:37:02",
Bot30,"lualeet",hard,6,Completed,"The Delicious Sausage","Zone quest_produkt1","1","07:37:07","07:41:47",
Bot30,"lualeet",hard,6,Completed,"Shestyorochka","Shestyorochka: Objective #1","1","07:41:52","07:41:58",
Bot30,"lualeet",hard,6,Pending,"Shestyorochka","Shestyorochka: Objective #2","2","07:42:03","N/A",
Bot30,"lualeet",hard,6,Pending,"ALCO-Point","ALCO-Point: Objective #3","1","07:42:57","N/A",
Bot30,"lualeet",hard,6,Pending,"ALCO-Point","ALCO-Point: Objective #1","1","07:43:21","N/A",
Bot30,"lualeet",hard,6,Pending,"ALCO-Point","ALCO-Point: Objective #2","1","07:43:43","N/A",
Bot30,"lualeet",hard,6,Pending,"ALCO-Point","ALCO-Point: Objective #4","1","07:44:03","N/A",
Bot30,"lualeet",hard,6,Pending,"Pinewood Hotel Patrol","Pinewood Hotel Patrol: Objective #4","1","07:44:25","N/A",
Bot30,"lualeet",hard,6,Pending,"Pinewood Hotel Patrol","Pinewood Hotel Patrol: Objective #3","1","07:44:45","N/A",
Bot30,"lualeet",hard,6,Pending,"Pinewood Hotel Patrol","Pinewood Hotel Patrol: Objective #5","1","07:45:05","N/A",
Bot30,"lualeet",hard,6,Pending,"Pinewood Hotel Patrol","Pinewood Hotel Patrol: Objective #7","1","07:45:27","N/A",
Bot36,"BrandoTheDev",normal,18,Failed,"Revision - Streets of Tarkov","Zone quest_zone_place_c14_revx_2","1","07:34:58","07:35:22",
Bot36,"BrandoTheDev",normal,18,Failed,"Revision - Streets of Tarkov","Zone quest_zone_place_c14_revx_1","1","07:35:27","07:41:32",
Bot36,"BrandoTheDev",normal,18,Failed,"Revision - Streets of Tarkov","Zone quest_zone_place_c14_revx_3","1","07:40:08","07:41:32",
Bot38,"Степан Алмазный (MemeG)",hard,1,Completed,"Pinewood Hotel Basement Access","Pinewood Hotel Basement Access: Objective #1","1","07:35:22","07:35:32",
Bot39,"JustAShepard",normal,6,Failed,"Finance Building","Finance Building: Objective #1","1","07:35:38","07:36:50",
Bot39,"JustAShepard",normal,6,Completed,"Finance Building","Finance Building: Objective #3","1","07:36:55","07:37:17",
Bot39,"JustAShepard",normal,6,Completed,"Finance Building","Finance Building: Objective #2","1","07:37:23","07:37:39",
Bot39,"JustAShepard",normal,6,Failed,"Finance Building","Finance Building: Objective #4","1","07:37:44","07:41:00",
Bot40,"Rhyufer",normal,13,Failed,"The Hive","The Hive: Objective #5","1","07:35:38","07:40:08",
