Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-237.3 14.8 -170.3)","1","15:48:16","15:49:06",
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-178.3 12.3 -193.3)","1","15:49:11","15:49:56",
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-130.5 11.3 -206.0)","1","15:50:01","15:50:51",
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-161.5 9.8 -261.7)","1","15:50:57","15:51:51",
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-149.9 12.0 -200.8)","1","15:51:56","15:52:39",
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-213.1 12.7 -187.8)","1","15:52:44","15:53:12",
Bot1,"1nco",normal,50,Completed,"Boss Hunter","Spawn Point (-197.7 5.9 -262.0)","1","15:53:18","15:54:34",
Bot1,"1nco",normal,50,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","15:54:40","15:57:47",
Bot1,"1nco",normal,50,Failed,"Missing Cargo","Item Stolen military documents","1","15:57:52","15:58:01",
Bot1,"1nco",normal,50,Failed,"Missing Cargo","Zone qlight_find_crushed_heli","1","15:58:06","15:58:10",
Bot1,"1nco",normal,50,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","15:58:16","15:59:02",
Bot2,"大熊",normal,31,Failed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz3","1","15:48:17","16:08:39",
Bot2,"大熊",normal,31,Failed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz2","1","16:08:44","16:13:27",
Bot2,"大熊",normal,31,Failed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz1","1","16:13:32","16:15:06",
Bot2,"大熊",normal,31,Failed,"Drug Lab","Drug Lab: Objective #1","1","16:15:11","16:15:11",
Bot2,"大熊",normal,31,Failed,"USEC Camp Road East Building","USEC Camp Road East Building: Objective #1","1","16:15:16","16:15:16",
